Link,Text
https://rpp.pe/futbol/futbol-mundial/ver-gol-independiente-vs-racing-martin-cauteruccio-anoto-el-1-0-del-clasico-de-avellaneda-noticia-1479103,De fuera del área: Cauteruccio anotó el 1-0 de Independiente ante Racing
https://rpp.pe/futbol/descentralizado/gol-universitario-huacha-de-olivares-a-riveros-acabo-en-gol-de-sebastian-jaurena-de-municipal-noticia-1479102,'Huacha' de Olivares a Riveros acabó en gol de Municipal ante Universitario [VIDEO]
https://rpp.pe/futbol/descentralizado/universitario-vs-municipal-horarios-canales-tv-ver-en-directo-liga-1-betsson-2023-noticia-1478945,Universitario vs. Municipal: horarios y canales TV para ver el partido de Liga 1 Betsson
https://rpp.pe/lima/policiales-crimenes/carlos-bruce-el-estado-le-prohibio-a-luis-manrique-tener-siquiera-un-palo-en-la-mano-para-poder-defenderse-noticia-1479100,"Carlos Bruce: ""El Estado le prohibió a Luis Manrique tener siquiera un palo en la mano para poder defenderse"""
https://rpp.pe/politica/gobierno/ministra-de-la-mujer-informa-que-victima-de-abuso-sexual-en-puno-salio-con-alta-voluntaria-del-hospital-noticia-1479099,"Ministra de la Mujer informa que víctima de abuso sexual en Puno salió con ""alta voluntaria"" del hospital"
https://rpp.pe/mundo/rusia/rusia-y-ucrania-celebran-la-pascua-ortodoxa-sin-pausa-en-los-combates-noticia-1479098,Rusia y Ucrania celebran la Pascua ortodoxa sin pausa en los combates
https://rpp.pe/politica/gobierno/ministra-de-la-mujer-alude-a-una-injerencia-politica-al-mas-alto-nivel-como-obstaculo-para-traer-a-sergio-tarache-noticia-1479092,"Ministra de la Mujer alude a una ""injerencia política al más alto nivel""   como obstáculo para traer a Sergio Tarache"
https://rpp.pe/musica/conciertos/voz-propia-dolores-delirio-y-mas-bandas-peruanas-se-reunen-en-el-festival-lima-new-wave-noticia-1479095,"Voz Propia, Dolores Delirio y más bandas peruanas se reúnen en el Festival Lima New Wave"
https://rpp.pe/mundo/actualidad/francia-incendio-en-los-pirineos-franceses-arrasa-casi-1000-hectareas-noticia-1479091,Francia: incendio en los Pirineos franceses arrasa casi 1000 hectáreas
https://rpp.pe/lima/actualidad/fuga-de-gas-de-transporte-publico-genero-alarma-en-el-bypass-2-de-mayo-noticia-1479090,Fuga de gas de transporte público generó alarma en el bypass 2 de Mayo
https://rpp.pe/futbol/descentralizado/deportivo-garcilaso-vs-utc-como-cuando-y-donde-ver-en-directo-partido-por-fecha-12-del-apertura-liga-1-betsson-2023-noticia-1478995,Empate agónico: Deportivo Garcilaso igualó por 2-2 ante UTC por la fecha 12 de la Liga 1
https://rpp.pe/rotafono/servicios-a-la-comunidad/piura-ciudadano-con-discapacidad-mental-permanente-esta-desaparecido-desde-13-de-abril-noticia-1479096,Piura: ciudadano con discapacidad mental permanente está desaparecido desde 13 de abril
https://rpp.pe/videojuegos/juegos/sega-planea-comprar-a-los-creadores-de-angry-birds-por-mil-millones-de-dolares-noticia-1479094,SEGA planea comprar a los creadores de Angry Birds por mil millones de dólares
https://rpp.pe/musica/conciertos/eva-ayllon-anuncio-un-concierto-para-celebrar-sus-50-anos-de-trayectoria-noticia-1479088,Eva Ayllón anunció un concierto para celebrar sus 50 años de trayectoria
https://rpp.pe/futbol/futbol-mundial/flamengo-jorge-sampaoli-llega-a-rio-de-janeiro-y-promete-resultados-en-el-fla-noticia-1479097,"Jorge Sampaoli llega a Río de Janeiro y promete ""resultados"" al Flamengo"
https://rpp.pe/tv/peru/milett-figueroa-vuelve-a-la-television-en-el-gran-chef-famosos-noticia-1479082,Milett Figueroa vuelve a la televisión en 'El Gran Chef Famosos'
https://rpp.pe/lima/policiales-crimenes/surco-murio-luis-manrique-pizarro-el-sereno-que-fue-baleado-al-intentar-frustrar-un-robo-noticia-1479093,"Surco: murió Luis Manrique Pizarro, el sereno que fue baleado al intentar frustrar un robo"
https://rpp.pe/politica/gobierno/poder-ejecutivo-modifico-condiciones-para-devolver-igv-a-turistas-extranjeros-noticia-1479080,Poder Ejecutivo modificó condiciones para devolver IGV a turistas extranjeros
https://rpp.pe/mundo/actualidad/sudan-fuego-cruzado-entre-el-ejercito-y-grupo-paramilitar-genera-miedo-y-angustia-en-la-poblacion-noticia-1479089,Sudán: fuego cruzado entre el Ejército y grupo paramilitar genera miedo y angustia en la población
https://rpp.pe/multideportes/mas-deportes/punta-rocas-open-pro-sol-aguirre-se-corona-campeona-categoria-junior-en-el-wsl-noticia-1479085,¡Arriba Perú! Sol Aguirre se corona campeona Pro Junior del Punta Rocas Open 2023
https://rpp.pe/politica/actualidad/prohibir-a-los-limpiaparabrisas-es-el-camino-opinan-el-alcalde-de-ventanilla-y-la-alcaldesa-de-surquillo-noticia-1479079,¿Prohibir a los limpiaparabrisas es el camino?: opinan el alcalde de Ventanilla y la alcaldesa de Surquillo
https://rpp.pe/futbol/descentralizado/alianza-lima-entreno-este-domingo-pensando-en-libertad-noticia-1479084,Sin descanso: Alianza Lima entrenó este domingo pensando en Libertad
https://rpp.pe/ciencia/mas-ciencia/autoridades-en-estados-unidos-pronostican-un-fenomeno-de-el-nino-en-los-proximos-6-meses-noticia-1479083,Autoridades en Estados Unidos pronostican un fenómeno de El Niño en los próximos 6 meses
https://rpp.pe/lima/actualidad/huaral-inician-por-tercer-dia-labores-de-busqueda-de-desaparecidos-tras-alud-noticia-1479062,Huaral: inician por tercer día labores de búsqueda de desaparecidos tras alud
https://rpp.pe/lima/actualidad/huaral-ministro-de-defensa-junto-con-especialistas-tecnicos-evaluan-danos-tras-aludes-noticia-1479081,Huaral: ministro de Defensa junto con especialistas técnicos evalúan daños tras aludes
https://rpp.pe/futbol/futbol-mundial/manchester-united-erik-ten-hag-sentencia-hasta-13-jugadores-dejaran-el-equipo-noticia-1479076,Erik ten Hag sentencia: hasta 13 jugadores dejarán el Manchester United
https://rpp.pe/futbol/mas-futbol/universitario-de-deportes-alianza-lima-y-mas-en-liga-femenina-de-futbol-resultados-y-tabla-de-posiciones-del-torneo-peruano-noticia-1476868,Continúa la Liga Femenina 2023: resultados y tabla de posiciones EN VIVO durante la fecha 2
https://rpp.pe/politica/gobierno/se-han-dispuesto-garantias-para-lideresa-indigena-olinda-silvano-tras-amenazas-de-muerte-afirma-ministra-de-cultura-noticia-1479077,"Se han dispuesto garantías para lideresa indígena Olinda Silvano tras amenazas de muerte, afirma ministra de Cultura"
https://rpp.pe/tecnologia/mas-tecnologia/las-diferencias-entre-las-respuestas-de-la-inteligencia-artificial-de-openai-microsoft-y-google-noticia-1479078,"Las diferencias entre las respuestas de la inteligencia artificial de OpenAI, Microsoft y Google"
https://rpp.pe/mundo/estados-unidos/eeuu-cuatro-muertos-y-varios-heridos-a-tiros-en-cumpleanos-de-un-adolescente-en-alabama-noticia-1479087,EE.UU.: cuatro muertos y varios heridos a tiros en cumpleaños de un adolescente en Alabama
https://rpp.pe/famosos/farandula/adolfo-chuiman-recuerda-como-conocio-a-gisela-valcarcel-somos-grandes-amigos-noticia-1479075,"Adolfo Chuiman recuerda cómo conoció a Gisela Valcárcel: ""Somos grandes amigos"""
https://rpp.pe/tecnologia/mas-tecnologia/sospechoso-de-filtrar-documentos-oficiales-del-pentagono-fue-ubicado-por-su-perfil-de-steam-noticia-1479074,Sospechoso de filtrar documentos oficiales del Pentágono fue ubicado por su perfil de Steam
https://rpp.pe/futbol/descentralizado/alianza-lima-carlos-zambrano-descarto-problemas-en-la-interna-de-alianza-noticia-1479072,"Zambrano descartó problemas en la interna de Alianza: ""Los rumores nos tiene sin cuidado"""
https://rpp.pe/lima/actualidad/julio-gago-en-menos-de-un-mes-los-que-limpian-vidrios-y-llantas-van-a-desaparecer-de-lima-metropolitana-noticia-1479070,"Julio Gagó: ""En menos de un mes, los que limpian vidrios y llantas van a desaparecer de Lima Metropolitana"""
https://rpp.pe/futbol/futbol-mundial/barcelona-vs-getafe-fecha-horarios-canales-ver-directo-laliga-santander-2023-espana-noticia-1478899,"Barcelona vs. Getafe: resumen, goles y resultado del partido por LaLiga Santander"
https://rpp.pe/peru/actualidad/gobernadora-regional-de-lima-advierte-sobre-posibles-nuevos-deslizamientos-en-la-perla-chaupis-noticia-1479073,Gobernadora regional de Lima advierte sobre posibles nuevos deslizamientos en La Perla-Chaupis
https://rpp.pe/futbol/futbol-mundial/barcelona-vs-getafe-en-vivo-espn-ver-directo-laliga-2023-online-star-fecha-29-espana-noticia-1479023,No encontró el gol: Barcelona empató 0-0 ante Getafe por la fecha 29 de LaLiga
https://rpp.pe/tecnologia/redes-sociales/el-nuevo-dueno-de-parler-desconecto-la-red-social-ni-bien-obtuvo-acceso-a-ella-noticia-1479069,El nuevo dueño de Parler desconectó la red social ni bien obtuvo acceso a ella
https://rpp.pe/futbol/futbol-mundial/video-barcelona-tuvo-dos-remates-al-palo-en-el-duelo-ante-getafe-noticia-1479067,¡De no creer! Barcelona tuvo dos remates al palo en el duelo ante Getafe [VIDEO]
https://rpp.pe/videojuegos/geek/super-mario-bros-se-convierte-oficialmente-en-la-pelicula-de-videojuegos-mas-exitosa-de-la-historia-noticia-1479066,‘Super Mario Bros.’ se convierte oficialmente en la película de videojuegos más exitosa de la historia
https://rpp.pe/futbol/futbol-mundial/arsenal-empato-2-2-ante-west-ham-y-puso-la-premier-league-al-rojo-vivo-noticia-1479064,"La Premier, al rojo vivo: Arsenal empató 2-2 ante West Ham"
https://rpp.pe/lima/policiales-crimenes/mototaxista-fue-asesinado-con-al-menos-tres-balazos-en-san-martin-de-porres-noticia-1479063,Mototaxista fue asesinado con al menos tres balazos en San Martín de Porres
https://rpp.pe/lima/actualidad/repsol-niega-que-presencia-de-hidrocarburos-reportada-por-la-oefa-tenga-relacion-con-sus-actividades-noticia-1479059,Repsol niega que presencia de hidrocarburos reportada por la OEFA tenga relación con sus actividades
https://rpp.pe/famosos/celebridades/anya-taylor-joy-esta-de-cumpleanos-el-menu-gambito-de-dama-y-mas-las-mejores-series-y-peliculas-para-ver-en-streaming-noticia-1478491,"Anya Taylor-Joy está de cumpleaños: 'El menú', 'Gambito de dama' y más, las mejores series y películas para ver en streaming"
https://rpp.pe/ciencia/espacio/un-adorable-oso-perezoso-se-volvio-protagonista-de-un-lanzamiento-espacial-noticia-1479060,Un adorable oso perezoso se volvió protagonista de un lanzamiento espacial
https://rpp.pe/futbol/descentralizado/alianza-lima-va-por-el-triunfo-ante-libertad-dice-guillermo-salas-noticia-1479058,"Alianza va por el triunfo ante Libertad: ""Sabemos que si buscamos el empate lo perderemos"", dice el DT Salas"
https://rpp.pe/mundo/actualidad/grigor-dimitrov-ladrones-arrebatan-un-reloj-de-70-mil-euros-a-tenista-en-avenida-de-barcelona-noticia-1479065,Ladrones arrebatan un reloj de 70 mil euros a tenista Grigor Dimitrov en una avenida de Barcelona
https://rpp.pe/lima/actualidad/senamhi-cuando-dejara-de-hacer-tanto-calor-en-lima-noticia-1479053,¿Cuándo dejará de hacer tanto calor en Lima?: esto es lo que dice el Senamhi
https://rpp.pe/tecnologia/mas-tecnologia/apple-prepara-unos-lentes-de-realidad-aumentada-con-tecnologia-metalens-asegura-analista-noticia-1479057,"Apple prepara unos lentes de realidad aumentada con tecnología metalens, asegura analista"
https://rpp.pe/ciencia/espacio/james-webb-avista-una-galaxia-minuscula-en-el-universo-mas-distante-noticia-1479051,James Webb avista una galaxia minúscula en el universo más distante
https://rpp.pe/futbol/futbol-mundial/video-ciro-immobile-sufrio-un-accidente-junto-a-sus-hijas-tras-choque-con-un-tranvia-noticia-1479056,Junto a sus hijas: Ciro Immobile sufrió un accidente tras choque con un tranvía
https://rpp.pe/futbol/peruanos-en-el-mundo/gol-raul-ruidiaz-volvio-a-anotar-con-seattle-sounders-en-duelo-ante-portland-timbers-noticia-1479055,Raúl Ruidíaz volvió a anotar con Seattle Sounders en duelo ante Portland Timbers [VIDEO]
https://rpp.pe/ciencia/mas-ciencia/como-la-cordillera-de-los-andes-la-cadena-montanosa-mas-larga-del-mundo-alcanzo-su-enorme-tamano-noticia-1479054,"¿Cómo la Cordillera de los Andes, la cadena montañosa más larga del mundo, alcanzó su enorme tamaño?"
https://rpp.pe/tecnologia/mas-tecnologia/meta-lanza-herramienta-para-convertir-dibujos-en-animaciones-gracias-a-la-inteligencia-artificial-noticia-1479049,Meta lanza herramienta para convertir dibujos en animaciones gracias a la inteligencia artificial
https://rpp.pe/mundo/actualidad/tres-empleados-de-la-onu-mueren-en-sudan-durante-la-rebelion-noticia-1479050,Sudán: tres empleados de la ONU mueren durante enfrentamiento entre el ejército y paramilitares
https://rpp.pe/mundo/actualidad/india-conocido-expolitico-y-su-hermanos-fueron-asesinados-a-tiros-frente-a-camaras-de-television-noticia-1479052,India: conocido expolítico y su hermano fueron asesinados a tiros frente a cámaras de televisión
